Dates,BEST_TARGET_PRICE,PX_LAST
11/29/2017,192.857,169.48
11/30/2017,192.857,171.85
12/1/2017,#N/A N/A,171.05
12/4/2017,192.857,169.8
12/5/2017,192.857,169.64
12/6/2017,192.857,169.01
12/7/2017,192.857,169.32
12/8/2017,192.857,169.37
12/11/2017,192.857,172.67
12/12/2017,#N/A N/A,171.7
12/13/2017,192.857,172.27
12/14/2017,#N/A N/A,172.22
12/15/2017,192.857,173.97
12/18/2017,192.971,176.42
12/19/2017,192.686,174.54
12/20/2017,#N/A N/A,174.35
12/21/2017,192.686,175.01
12/22/2017,192.686,175.01
12/26/2017,192.686,170.57
12/27/2017,192.686,170.6
12/28/2017,#N/A N/A,171.08
12/29/2017,#N/A N/A,169.23
1/1/2018,192.686,#N/A N/A
1/2/2018,192.686,172.26
1/3/2018,191.441,172.23
1/4/2018,191.441,173.03
1/5/2018,191.441,175
1/8/2018,191.441,174.35
1/9/2018,191.441,174.33
1/10/2018,191.441,174.29
1/11/2018,191.441,175.28
1/12/2018,191.765,177.09
1/15/2018,192.059,#N/A N/A
1/16/2018,192.059,176.19
1/17/2018,193.545,179.1
1/18/2018,193.278,179.26
1/19/2018,193.514,178.46
1/22/2018,193.514,177
1/23/2018,193.8,177.04
1/24/2018,193.8,174.22
1/25/2018,193.657,171.11
1/26/2018,193.657,171.51
1/29/2018,193.657,167.96
1/30/2018,193.971,166.97
1/31/2018,192.771,167.43
2/1/2018,193.206,167.78
2/2/2018,193.471,160.5
2/5/2018,193.529,156.49
2/6/2018,192.457,163.03
2/7/2018,192.457,159.54
2/8/2018,192.457,155.15
2/9/2018,192.457,156.41
2/12/2018,192.457,162.71
2/13/2018,192.457,164.34
2/14/2018,191.941,167.37
2/15/2018,#N/A N/A,172.99
2/16/2018,#N/A N/A,172.43
2/20/2018,191.941,171.85
2/21/2018,#N/A N/A,171.07
2/22/2018,#N/A N/A,172.5
2/23/2018,191.848,175.5
2/26/2018,191.848,178.97
2/27/2018,191.848,178.39
2/28/2018,191.848,178.12
3/1/2018,191.848,175
3/2/2018,191.848,176.21
3/5/2018,191.848,176.82
3/6/2018,191.848,176.67
3/7/2018,191.848,175.03
3/8/2018,#N/A N/A,176.94
3/9/2018,191.848,179.98
3/12/2018,191.848,181.72
3/13/2018,#N/A N/A,179.97
3/14/2018,#N/A N/A,178.44
3/15/2018,191.848,178.65
3/16/2018,191.788,178.02
3/19/2018,191.788,175.3
3/20/2018,#N/A N/A,175.24
3/21/2018,191.788,171.27
3/22/2018,191.788,168.85
3/23/2018,191.788,164.94
3/26/2018,191.788,172.77
3/27/2018,191.788,168.34
3/28/2018,191.667,166.48
3/29/2018,191.667,167.78
4/2/2018,191.667,166.68
4/3/2018,191.667,168.39
4/4/2018,191.667,171.61
4/5/2018,#N/A N/A,172.8
4/6/2018,#N/A N/A,168.38
4/9/2018,191.667,170.05
4/10/2018,191.667,173.25
4/11/2018,192.941,172.44
4/12/2018,192.941,174.14
4/13/2018,192.941,174.73
4/16/2018,192.941,175.82
4/17/2018,193.03,178.24
4/18/2018,193.03,177.84
4/19/2018,193.03,172.8
4/20/2018,192.939,165.72
4/23/2018,192.939,165.24
4/24/2018,192.939,162.94
4/25/2018,192.939,163.65
4/26/2018,192.939,164.22
4/27/2018,192.939,162.32
4/30/2018,192.939,165.26
5/1/2018,193.879,169.1
5/2/2018,195.676,176.57
5/3/2018,194.794,176.89
5/4/2018,194.794,183.83
5/7/2018,195.471,185.16
5/8/2018,195.333,186.05
5/9/2018,#N/A N/A,187.36
5/10/2018,195.333,190.04
5/11/2018,196.059,188.59
5/14/2018,196.059,188.15
5/15/2018,196.059,186.44
5/16/2018,196.059,188.18
5/17/2018,#N/A N/A,186.99
5/18/2018,196.059,186.31
5/21/2018,196.441,187.63
5/22/2018,196.441,187.16
5/23/2018,196.853,188.36
5/24/2018,#N/A N/A,188.15
5/25/2018,196.853,188.58
5/29/2018,196.853,187.9
5/30/2018,196.735,187.5
5/31/2018,196.735,186.87
6/1/2018,197.114,190.24
6/4/2018,197.314,191.83
6/5/2018,197.314,193.31
6/6/2018,#N/A N/A,193.98
6/7/2018,#N/A N/A,193.46
6/8/2018,197.743,191.7
6/11/2018,197.743,191.23
6/12/2018,#N/A N/A,192.28
6/13/2018,197.743,190.7
6/14/2018,#N/A N/A,190.8
6/15/2018,197.743,188.84
6/18/2018,197.743,188.74
6/19/2018,#N/A N/A,185.69
6/20/2018,197.743,186.5
6/21/2018,#N/A N/A,185.46
6/22/2018,197.743,184.92
6/25/2018,197.743,182.17
6/26/2018,198.143,184.43
6/27/2018,198.143,184.16
6/28/2018,198.143,185.5
6/29/2018,198.143,185.11
7/2/2018,198.143,187.18
7/3/2018,#N/A N/A,183.92
7/5/2018,#N/A N/A,185.4
7/6/2018,198.571,187.97
7/9/2018,198.571,190.58
7/10/2018,198.714,190.35
7/11/2018,198.714,187.88
7/12/2018,#N/A N/A,191.03
7/13/2018,198.714,191.33
7/16/2018,198.714,190.91
7/17/2018,199.412,191.45
7/18/2018,199.559,190.4
7/19/2018,199.559,191.88
7/20/2018,199.559,191.44
7/23/2018,200.765,191.61
7/24/2018,200.765,193
7/25/2018,200.765,194.82
7/26/2018,200.765,194.21
7/27/2018,200.765,190.98
7/30/2018,200.765,189.91
7/31/2018,203.706,190.29
8/1/2018,213.382,201.5
8/2/2018,213.235,207.39
8/3/2018,214.688,207.99
8/6/2018,214.688,209.07
8/7/2018,214.688,207.11
8/8/2018,214.688,207.25
8/9/2018,214.688,208.88
8/10/2018,214.688,207.53
8/13/2018,214.516,208.87
8/14/2018,214.516,209.75
8/15/2018,214.516,210.24
8/16/2018,#N/A N/A,213.32
8/17/2018,215.375,217.58
8/20/2018,215.375,215.46
8/21/2018,216,215.04
8/22/2018,216,215.05
8/23/2018,216,215.49
8/24/2018,#N/A N/A,216.16
8/27/2018,216,217.94
8/28/2018,#N/A N/A,219.7
8/29/2018,215.667,222.98
8/30/2018,217.091,225.03
8/31/2018,217.697,227.63
9/3/2018,219.97,#N/A N/A
9/4/2018,219.97,228.36
9/5/2018,220.364,226.87
9/6/2018,221.576,223.1
9/7/2018,222.545,221.3
9/10/2018,223.636,218.33
9/11/2018,224.697,223.85
9/12/2018,226.667,221.07
9/13/2018,231.515,226.41
9/14/2018,232.273,223.84
9/17/2018,232.121,217.88
9/18/2018,232.412,218.24
9/19/2018,233,218.37
9/20/2018,233,220.03
9/21/2018,233,217.66
9/24/2018,233.147,220.79
9/25/2018,233.441,222.19
9/26/2018,233.441,220.42
9/27/2018,233.441,224.95
9/28/2018,233.588,225.74
10/1/2018,233.588,227.26
10/2/2018,#N/A N/A,229.28
10/3/2018,#N/A N/A,232.07
10/4/2018,#N/A N/A,227.99
10/5/2018,233.588,224.29
10/8/2018,232.914,223.77
10/9/2018,232.914,226.87
10/10/2018,232.914,216.36
10/11/2018,232.914,214.45
10/12/2018,233.735,222.11
10/15/2018,233.735,217.36
10/16/2018,#N/A N/A,222.15
10/17/2018,233.735,221.19
10/18/2018,235.914,216.02
10/19/2018,235.914,219.31
10/22/2018,235.914,220.65
10/23/2018,235.914,222.73
10/24/2018,236.629,215.09
10/25/2018,237.417,219.8
10/26/2018,237.417,216.3
10/29/2018,237.595,212.24
10/30/2018,237.595,213.3
10/31/2018,237.595,218.86
11/1/2018,237.324,222.22
11/2/2018,233.583,207.48
11/5/2018,233.583,201.59
11/6/2018,233.583,203.77
11/7/2018,234.333,209.95
11/8/2018,234.333,208.49
11/9/2018,234.333,204.47
11/12/2018,234.333,194.17
11/13/2018,233.189,192.23
11/14/2018,231.139,186.8
11/15/2018,231.139,191.41
11/16/2018,231.139,193.53
11/19/2018,230.389,185.86
11/20/2018,230.389,176.98
11/21/2018,230.389,176.78
11/23/2018,230.389,172.29
11/26/2018,229.528,174.62
11/27/2018,228.472,174.24
11/28/2018,226.111,180.94
11/29/2018,226.111,179.55
11/30/2018,226.029,178.58
12/3/2018,225.306,184.82
12/4/2018,225.306,176.69
12/5/2018,225.306,#N/A N/A
12/6/2018,223.917,174.72
12/7/2018,223.444,168.49
12/10/2018,221.324,169.6
12/11/2018,222.5,168.63
12/12/2018,221.605,169.1
12/13/2018,220.868,170.95
12/14/2018,220.605,165.48
12/17/2018,220.605,163.94
12/18/2018,220.605,166.07
12/19/2018,219.553,160.89
12/20/2018,217.974,156.83
12/21/2018,216.842,150.73
12/24/2018,216.842,146.83
12/26/2018,216.842,157.17
12/27/2018,#N/A N/A,156.15
12/28/2018,216.842,156.23
12/31/2018,216.842,157.74
1/1/2019,216.447,#N/A N/A
1/2/2019,208.342,157.92
1/3/2019,182.216,142.19
1/4/2019,180.5,148.26
1/7/2019,180.5,147.93
1/8/2019,179.389,150.75
1/9/2019,179.389,153.31
1/10/2019,178.694,153.8
1/11/2019,178.694,152.29
1/14/2019,178.694,150
1/15/2019,178.694,153.07
1/16/2019,178.694,154.94
1/17/2019,178.694,155.86
1/18/2019,178.694,156.82
1/21/2019,178.694,#N/A N/A
1/22/2019,178.694,153.3
1/23/2019,178.694,153.92
1/24/2019,177.919,152.7
1/25/2019,177.784,157.76
1/28/2019,176.389,156.3
1/29/2019,176.686,154.68
1/30/2019,177.571,165.25
1/31/2019,177.571,166.44
2/1/2019,177.353,166.52
2/4/2019,177.353,171.25
2/5/2019,177.353,174.18
2/6/2019,177.353,174.24
2/7/2019,177.059,170.94
2/8/2019,177.059,170.41
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
